datetime,predicted_speed
2024-04-02 06:00:00,75.16452
2024-04-02 06:05:00,75.18611
2024-04-02 06:10:00,75.2062
2024-04-02 06:15:00,75.22488
2024-04-02 06:20:00,75.24225
2024-04-02 06:25:00,75.2584
2024-04-02 06:30:00,75.273415
2024-04-02 06:35:00,75.28736
2024-04-02 06:40:00,75.30032
2024-04-02 06:45:00,75.31236
2024-04-02 06:50:00,75.32355
2024-04-02 06:55:00,75.33393
2024-04-02 07:00:00,75.34358
2024-04-02 07:05:00,75.35253
2024-04-02 07:10:00,75.36084
2024-04-02 07:15:00,75.36856
2024-04-02 07:20:00,75.37572
2024-04-02 07:25:00,75.38236
2024-04-02 07:30:00,75.38853
2024-04-02 07:35:00,75.39426
2024-04-02 07:40:00,75.39956
2024-04-02 07:45:00,75.40448
2024-04-02 07:50:00,75.40906
2024-04-02 07:55:00,75.41329
2024-04-02 08:00:00,75.41722
2024-04-02 08:05:00,75.420876
2024-04-02 08:10:00,75.42425
2024-04-02 08:15:00,75.42739
2024-04-02 08:20:00,75.4303
2024-04-02 08:25:00,75.433
2024-04-02 08:30:00,75.4355
2024-04-02 08:35:00,75.43782
2024-04-02 08:40:00,75.439964
2024-04-02 08:45:00,75.44196
2024-04-02 08:50:00,75.44382
2024-04-02 08:55:00,75.445526
2024-04-02 09:00:00,75.44712
2024-04-02 09:05:00,75.44859
2024-04-02 09:10:00,75.44996
2024-04-02 09:15:00,75.451225
2024-04-02 09:20:00,75.45241
2024-04-02 09:25:00,75.45349
2024-04-02 09:30:00,75.454506
2024-04-02 09:35:00,75.455444
2024-04-02 09:40:00,75.45631
2024-04-02 09:45:00,75.45711
2024-04-02 09:50:00,75.457855
2024-04-02 09:55:00,75.45855
2024-04-02 10:00:00,75.45919
2024-04-02 10:05:00,75.459785
2024-04-02 10:10:00,75.46033
2024-04-02 10:15:00,75.46084
2024-04-02 10:20:00,75.46131
2024-04-02 10:25:00,75.46176
2024-04-02 10:30:00,75.462166
2024-04-02 10:35:00,75.46254
2024-04-02 10:40:00,75.46288
2024-04-02 10:45:00,75.46322
2024-04-02 10:50:00,75.46352
2024-04-02 10:55:00,75.46379
2024-04-02 11:00:00,75.46405
2024-04-02 11:05:00,75.46429
2024-04-02 11:10:00,75.46451
2024-04-02 11:15:00,75.464714
2024-04-02 11:20:00,75.4649
2024-04-02 11:25:00,75.46508
2024-04-02 11:30:00,75.46525
2024-04-02 11:35:00,75.46539
2024-04-02 11:40:00,75.46554
2024-04-02 11:45:00,75.46567
2024-04-02 11:50:00,75.46579
2024-04-02 11:55:00,75.4659
2024-04-02 12:00:00,75.46601
2024-04-02 12:05:00,75.4661
2024-04-02 12:10:00,75.466194
2024-04-02 12:15:00,75.46627
2024-04-02 12:20:00,75.46635
2024-04-02 12:25:00,75.46643
2024-04-02 12:30:00,75.46649
2024-04-02 12:35:00,75.46655
2024-04-02 12:40:00,75.4666
2024-04-02 12:45:00,75.46666
2024-04-02 12:50:00,75.466705
2024-04-02 12:55:00,75.46675
2024-04-02 13:00:00,75.46679
2024-04-02 13:05:00,75.466835
2024-04-02 13:10:00,75.466866
2024-04-02 13:15:00,75.466896
2024-04-02 13:20:00,75.466934
2024-04-02 13:25:00,75.466965
2024-04-02 13:30:00,75.46699
2024-04-02 13:35:00,75.46701
2024-04-02 13:40:00,75.46703
2024-04-02 13:45:00,75.46706
2024-04-02 13:50:00,75.46707
2024-04-02 13:55:00,75.46709
2024-04-02 14:00:00,75.4671
2024-04-02 14:05:00,75.46712
2024-04-02 14:10:00,75.46713
2024-04-02 14:15:00,75.46715
2024-04-02 14:20:00,75.467155
2024-04-02 14:25:00,75.46717
2024-04-02 14:30:00,75.46718
2024-04-02 14:35:00,75.46719
2024-04-02 14:40:00,75.4672
2024-04-02 14:45:00,75.46721
2024-04-02 14:50:00,75.46722
2024-04-02 14:55:00,75.467224
2024-04-02 15:00:00,75.46723
2024-04-02 15:05:00,75.46724
2024-04-02 15:10:00,75.46724
2024-04-02 15:15:00,75.46725
2024-04-02 15:20:00,75.467255
2024-04-02 15:25:00,75.467255
2024-04-02 15:30:00,75.46726
2024-04-02 15:35:00,75.46726
2024-04-02 15:40:00,75.46727
2024-04-02 15:45:00,75.46727
2024-04-02 15:50:00,75.46727
2024-04-02 15:55:00,75.46727
2024-04-02 16:00:00,75.46728
2024-04-02 16:05:00,75.46728
2024-04-02 16:10:00,75.46728
2024-04-02 16:15:00,75.467285
2024-04-02 16:20:00,75.467285
2024-04-02 16:25:00,75.467285
2024-04-02 16:30:00,75.46729
2024-04-02 16:35:00,75.46729
2024-04-02 16:40:00,75.4673
2024-04-02 16:45:00,75.4673
2024-04-02 16:50:00,75.4673
2024-04-02 16:55:00,75.4673
2024-04-02 17:00:00,75.46731
2024-04-02 17:05:00,75.46731
2024-04-02 17:10:00,75.46731
2024-04-02 17:15:00,75.46731
2024-04-02 17:20:00,75.46731
2024-04-02 17:25:00,75.46731
2024-04-02 17:30:00,75.46731
2024-04-02 17:35:00,75.46731
2024-04-02 17:40:00,75.46731
2024-04-02 17:45:00,75.46731
2024-04-02 17:50:00,75.46731
2024-04-02 17:55:00,75.46731
2024-04-02 18:00:00,75.467316
2024-04-02 18:05:00,75.46731
2024-04-02 18:10:00,75.467316
2024-04-02 18:15:00,75.467316
2024-04-02 18:20:00,75.467316
2024-04-02 18:25:00,75.467316
2024-04-02 18:30:00,75.467316
2024-04-02 18:35:00,75.467316
2024-04-02 18:40:00,75.467316
2024-04-02 18:45:00,75.467316
2024-04-02 18:50:00,75.467316
2024-04-02 18:55:00,75.467316
2024-04-02 19:00:00,75.467316
2024-04-02 19:05:00,75.467316
2024-04-02 19:10:00,75.467316
2024-04-02 19:15:00,75.467316
2024-04-02 19:20:00,75.467316
2024-04-02 19:25:00,75.467316
2024-04-02 19:30:00,75.467316
2024-04-02 19:35:00,75.467316
2024-04-02 19:40:00,75.467316
2024-04-02 19:45:00,75.467316
2024-04-02 19:50:00,75.467316
2024-04-02 19:55:00,75.467316
2024-04-02 20:00:00,75.467316
2024-04-02 20:05:00,75.467316
2024-04-02 20:10:00,75.467316
2024-04-02 20:15:00,75.467316
2024-04-02 20:20:00,75.467316
2024-04-02 20:25:00,75.467316
2024-04-02 20:30:00,75.467316
2024-04-02 20:35:00,75.467316
2024-04-02 20:40:00,75.467316
2024-04-02 20:45:00,75.467316
2024-04-02 20:50:00,75.467316
2024-04-02 20:55:00,75.467316
2024-04-02 21:00:00,75.467316
2024-04-02 21:05:00,75.467316
2024-04-02 21:10:00,75.467316
2024-04-02 21:15:00,75.467316
2024-04-02 21:20:00,75.467316
2024-04-02 21:25:00,75.467316
2024-04-02 21:30:00,75.467316
2024-04-02 21:35:00,75.467316
2024-04-02 21:40:00,75.467316
2024-04-02 21:45:00,75.467316
2024-04-02 21:50:00,75.467316
2024-04-02 21:55:00,75.467316
2024-04-02 22:00:00,75.467316
2024-04-02 22:05:00,75.467316
2024-04-02 22:10:00,75.467316
2024-04-02 22:15:00,75.467316
2024-04-02 22:20:00,75.467316
2024-04-02 22:25:00,75.467316
2024-04-02 22:30:00,75.467316
2024-04-02 22:35:00,75.467316
2024-04-02 22:40:00,75.467316
2024-04-02 22:45:00,75.467316
2024-04-02 22:50:00,75.467316
2024-04-02 22:55:00,75.467316
2024-04-02 23:00:00,75.467316
2024-04-02 23:05:00,75.467316
2024-04-02 23:10:00,75.467316
2024-04-02 23:15:00,75.467316
2024-04-02 23:20:00,75.467316
2024-04-02 23:25:00,75.467316
2024-04-02 23:30:00,75.467316
2024-04-02 23:35:00,75.467316
2024-04-02 23:40:00,75.467316
2024-04-02 23:45:00,75.467316
2024-04-02 23:50:00,75.467316
2024-04-02 23:55:00,75.467316
